positive,negative,rating,comments,category,comments_preprocessed
Lokacija,"Platio više od nego što je bilo na bookingu platio parking da nisam bio obavešten dok nije doslo na naplatu, bilo je hladno u apartmanu",6,"Lokacija Platio više od nego što je bilo na bookingu platio parking da nisam bio obavešten dok nije doslo na naplatu, bilo je hladno u apartmanu",neutralan,lokacija platiti mnogo booking platiti parking obavestiti doći naplata hladan apartman
,"Objekat izgleda mnogo bolje na slikama nego uzivo.Cisto je,ali je objekat zreo za krecenje i reparaciju.Jedan TV ima zvuk,nema sliku,drugi ima sliku,nema ton..U dnevnoj sobi,jedino radi TV...Klima na 29,ne greje...Kada u kupatilu ima okolo vidnu budj...Za 240 e za dva nocenja,imala sam veca ocekivanja.Necu vise rezervisati taj smestaj!",5," Objekat izgleda mnogo bolje na slikama nego uzivo.Cisto je,ali je objekat zreo za krecenje i reparaciju.Jedan TV ima zvuk,nema sliku,drugi ima sliku,nema ton..U dnevnoj sobi,jedino radi TV...Klima na 29,ne greje...Kada u kupatilu ima okolo vidnu budj...Za 240 e za dva nocenja,imala sam veca ocekivanja.Necu vise rezervisati taj smestaj!",neutralan,objekat izgleda mnogo dobro slika uzivocisto jeći objekat zreo krecenje reparacijujedan tv imati zvukne slikudruga imati slikuna ton dnevni sobijedino radi tvkla grejekdad kupatila imati okolo vidan budjza e nocenjaimal veca ocekivanjanec mnogo rezervisati smest j
Udobnost kreveta,"Kupatilo ne dovoljno čisto, oseti se vlaga u apartmanu",5,"Udobnost kreveta Kupatilo ne dovoljno čisto, oseti se vlaga u apartmanu",neutralan,udobnost krevet kupatilo dovoljno čisto osetiti vlaga apartman
Bilo je čisto,"Nije dovoljno ljubazno osoblje,trazila sam da mi pomognu oko TV i daljinskog,odbili su moju molbu",5,"Bilo je čisto Nije dovoljno ljubazno osoblje,trazila sam da mi pomognu oko TV i daljinskog,odbili su moju molbu",neutralan,čisto dovoljno ljubazan osobljetraziti pomoći oko tv daljinskododbiti molba
,"Nestalo je struje u hotelu a njihovi domacini uopste nisu se potrudili da mi pomognu iako sam im preneo da imam krstenje, da treba da se popeglaju kosulje, za bebu treba toplo mleko, sredjivanje frizure i dosta drugih stvar. Iako za  sam nestanak struje nisu oni krivi, nisu se nimalo ponudili da mi pomognu da resim problem.
Iako sam loyalan njihov klijent dobio sam vrlo negativno iskustvo. Hotel je odlican ali sam odnos zaposlenih nije na zadovoljavajucem nivou.
Iako sam vise puta dolazio u hotel koji mi se jako svideo, zbog ovakvog odnosa zaposlenih necu vise dolaziti",5," Nestalo je struje u hotelu a njihovi domacini uopste nisu se potrudili da mi pomognu iako sam im preneo da imam krstenje, da treba da se popeglaju kosulje, za bebu treba toplo mleko, sredjivanje frizure i dosta drugih stvar. Iako za  sam nestanak struje nisu oni krivi, nisu se nimalo ponudili da mi pomognu da resim problem.
Iako sam loyalan njihov klijent dobio sam vrlo negativno iskustvo. Hotel je odlican ali sam odnos zaposlenih nije na zadovoljavajucem nivou.
Iako sam vise puta dolazio u hotel koji mi se jako svideo, zbog ovakvog odnosa zaposlenih necu vise dolaziti",neutralan,nestao struja hotel domacina uopste potruditi pomoći preneti imati krstenje trebati popeglati kosulje beba trebati toplo mleko sredjivanje frizura dosta drugi stvar nestanak struja kriva nimati ponuditi pomoći resiti problem loyalan klijent negativan iskustvo hotel odlicati odnos zaposlen zadovoljavajuc nivo mnogo dolaziti hotel jako svideti zbog ovakav odnos zaposlen mnogo dolaziti
"Jacuzzi, sadržaj sobe","Objekt se reklamira sa parkingom. Parking nije adekvatan jer je to zapravo dvorište koje je pod ključem, tako da pri dolasku morate prvo stati pred hotel, a da pri tome nema mjesta da stanete, te se nalazi u neposrednoj blizini. Kod odlaska uzmete kljuc istog tog parkinga, otključate te izrežete auto iz dvorišta, te bi onda taj isti kljuc trebali vratiti na recepciju hotela, umjesto da to za vas napravi osoblje. I nije bas najbolje rješenje. Wc školjka je bila zmazana.",4,"Jacuzzi, sadržaj sobe Objekt se reklamira sa parkingom. Parking nije adekvatan jer je to zapravo dvorište koje je pod ključem, tako da pri dolasku morate prvo stati pred hotel, a da pri tome nema mjesta da stanete, te se nalazi u neposrednoj blizini. Kod odlaska uzmete kljuc istog tog parkinga, otključate te izrežete auto iz dvorišta, te bi onda taj isti kljuc trebali vratiti na recepciju hotela, umjesto da to za vas napravi osoblje. I nije bas najbolje rješenje. Wc školjka je bila zmazana.",neutralan,jacuzziti sadržaj soba objekt reklamirati parking parking adekvatan zapravo dvorište ključ pri dolasak morati stati pred hotel pri nemati mjest stati nalaziti neposredan blizina kod odlazak uzmeta kljuc isti parking otključati izrežeti auto dvorište onda isti kljuc trebati vratiti recepcija hotel umjesto napraviti osoblje bas dobar rješenje wc školjka zmazati
lokacija,odnos dela osoblja prema gostu,5,lokacija odnos dela osoblja prema gostu,neutralan,lokacija odnos deo osoblje gost
"preskup , nista ne nude ! nikako 4 zvezdice !!
imapuno boljih u Bgd i jeftinije","skup , jedna cena na Booking.com a veca kad platis kod njih! nije vredno",5,"preskup , nista ne nude ! nikako 4 zvezdice !!
imapuno boljih u Bgd i jeftinije skup , jedna cena na Booking.com a veca kad platis kod njih! nije vredno",neutralan,preskup nista nuditi nikako zvezdica imapiti dobar bgd jeftin skup cena bookingc vecati kad platiti kod vredno
,"Kartica od garaže koja se dodatno naplaćuje nije radila tako da je pored naplate, bilo potrebno dodatno platiti parking po satu provedenom u garaži.
Sobna vrata se nisu mogla zaključati čak ni nakon  pokušaja osoblja da poprave elektronsko zaključavanje.",6," Kartica od garaže koja se dodatno naplaćuje nije radila tako da je pored naplate, bilo potrebno dodatno platiti parking po satu provedenom u garaži.
Sobna vrata se nisu mogla zaključati čak ni nakon  pokušaja osoblja da poprave elektronsko zaključavanje.",neutralan,kartica garaža dodatno naplaćivati raditi naplata potreban dodatno platiti parking sat provesti garaž soban vrata moći zaključati čak pokušaj osoblje popraviti elektronski zaključavanje
"Doručak, lokacija",Kupatilo ke moglo biti čistije. Nema kolica za prtljag.,6,"Doručak, lokacija Kupatilo ke moglo biti čistije. Nema kolica za prtljag.",neutralan,doručak lokacija kupatilo ke moći čistija nemati kolica prtljag
"Dizajn, higijena","Buka sa ulice, grejanje klima uredjajem, kupatilo je polu mracno jer nisu radile sve sijalice.",6,"Dizajn, higijena Buka sa ulice, grejanje klima uredjajem, kupatilo je polu mracno jer nisu radile sve sijalice.",neutralan,dizajn higiti buka ulica grejanje klima uredjaj kupatilo pobak mracni raditi sav sijalica
Osoblje je ljubazno i objekat je čist!,"Od ulaska u sobu se osećao neugodan miris. Rezervisano parking mesto nije bilo na raspolaganju. Kada sam se ipak nekako uparkirao, sutradan sam zatekao oštećen auto jer ga je neko udario na parkingu koji je skučen prilično.",6,"Osoblje je ljubazno i objekat je čist! Od ulaska u sobu se osećao neugodan miris. Rezervisano parking mesto nije bilo na raspolaganju. Kada sam se ipak nekako uparkirao, sutradan sam zatekao oštećen auto jer ga je neko udario na parkingu koji je skučen prilično.",neutralan,osoblje ljubazan objekat čist ulazak soba osećati neugodan miris rezervisati parking mesto raspolaganje ipak nekako uparkirati sutradan zateći oštetiti auto udariti parking skučiti prilično
,Klima katastrofa!,6, Klima katastrofa!,neutralan,klima katastrofa
Osoblje hotela je bilo super 👍🏻.,"Toalet miriše kao ubuđani peškir. Puno gostiju (mislim da su bili iz Indije)koji su bili veoma bučni kako u sobama tako i u hodnicima. 
Doručak se servira tek od 7 ujutru!",5,"Osoblje hotela je bilo super 👍🏻. Toalet miriše kao ubuđani peškir. Puno gostiju (mislim da su bili iz Indije)koji su bili veoma bučni kako u sobama tako i u hodnicima. 
Doručak se servira tek od 7 ujutru!",neutralan,osoblje hotel super toalet mirisati kao ubuđati peškir puno gost misliti indijekoj veoma bučan soba hodnik doručak servirati tek ujutru
"Ljubaznost osoblja, higijena, doručak.",Smestaj u pretesnoj sobici bez pravog prozora.,4,"Ljubaznost osoblja, higijena, doručak. Smestaj u pretesnoj sobici bez pravog prozora.",neutralan,ljubaznost osoblje higiti doručak smestaj pretestan sobik pravi prozor
,"Zapusten apartman, prljav pod, bez garninture za sedenje na terasi pri cemu je unapred potrvdjeno da je postavljena, ostavljene prljave carape prethodnog gosta ispod kreveta.",5," Zapusten apartman, prljav pod, bez garninture za sedenje na terasi pri cemu je unapred potrvdjeno da je postavljena, ostavljene prljave carape prethodnog gosta ispod kreveta.",neutralan,zapustiti apartman prljav garnintura sedenje teras pri unapred potrvditi postaviti ostaviti prljava carapa prethodan gost ispod krevet
"Dopala mi se udobnost, blizina smestaja , besplatan parking, cena i osoblje.","Nehigijena, nema sapuna u toaletu, paucina i paukovi po ćoškovima.",6,"Dopala mi se udobnost, blizina smestaja , besplatan parking, cena i osoblje. Nehigijena, nema sapuna u toaletu, paucina i paukovi po ćoškovima.",neutralan,dopasti udobnost blizina smestajati besplatan parking cena osoblje nehigijen nemati sapun toaleta paucina pauk ćošak
Osoblje je za svaku pohvalu.,Smestaj je ispod proseka.,5,Osoblje je za svaku pohvalu. Smestaj je ispod proseka.,neutralan,osoblje svaki pohvala smestati ispod prosek
"Dobra lokacija, čisto.","Nismo imali mlaku vodu. Ako bismo i uspeli da namestimo da bude mlaka, odjednom bi krenula vruća voda, te smo se više puta opekli tako.
Sve iz sobe pored se čulo, tako da smo imali utisak da nismo sami u sobi.
Naše prijatelje su odvojili u neku sobu udaljenu 2 ulice dalje, iako nisu rezervisali na toj lokaciji.
Parking je izuzetno uzak i nezgodno je za parkiranje, iako je dobro što je u dvorištu.",5,"Dobra lokacija, čisto. Nismo imali mlaku vodu. Ako bismo i uspeli da namestimo da bude mlaka, odjednom bi krenula vruća voda, te smo se više puta opekli tako.
Sve iz sobe pored se čulo, tako da smo imali utisak da nismo sami u sobi.
Naše prijatelje su odvojili u neku sobu udaljenu 2 ulice dalje, iako nisu rezervisali na toj lokaciji.
Parking je izuzetno uzak i nezgodno je za parkiranje, iako je dobro što je u dvorištu.",neutralan,dobar lokacija čisto imati mlak voda uspeti namestiti mlak odjedan krenuti vrući voda mnogo opeći sav soba čuti imati utisak soba prijatelj odvojiti soba udaljen ulica daleko rezervisati lokacija parking izuzetno uzak nezgodan parkiranje dobar dvorište
Dobra lokacija.Ima parking.,Sobe gde se ulazi sa terase...bez predsoblja.Posteljina kratka...carsafi koji dolaze do tela.,6,Dobra lokacija.Ima parking. Sobe gde se ulazi sa terase...bez predsoblja.Posteljina kratka...carsafi koji dolaze do tela.,neutralan,dobar lokacija parking soba ulaziti terasebez predsobljaposteljina kratkacarsaf dolaziti do telo
Blizina centra,Parking je mali,5,Blizina centra Parking je mali,neutralan,blizina centar parking mali
"Restoran, ljubazni konobar, spoljašnost, sređeni vrtovi i apartmani, dobra klopa, dogovor sa menadžerom hotela da nam spremi veću sobu jer smo doplaćivali za dete i stvarno je čovek dao sve od sebe. Devojke sa recepcije su odradile svoj posao profesionalno.","Đakuzi u spa centru je imao hladnu vodu, zidove koje su krečili nisu pazili pa su okrečili i drvenariju, nema teretane kao pre neku godinu. Izgleda da su više snage uložili u spoljašnjost objekta koja je lepa a malo zapustili unutrašnjost, nema kanti za smeće. Malo kada to poboljšaju biće extra.",6,"Restoran, ljubazni konobar, spoljašnost, sređeni vrtovi i apartmani, dobra klopa, dogovor sa menadžerom hotela da nam spremi veću sobu jer smo doplaćivali za dete i stvarno je čovek dao sve od sebe. Devojke sa recepcije su odradile svoj posao profesionalno. Đakuzi u spa centru je imao hladnu vodu, zidove koje su krečili nisu pazili pa su okrečili i drvenariju, nema teretane kao pre neku godinu. Izgleda da su više snage uložili u spoljašnjost objekta koja je lepa a malo zapustili unutrašnjost, nema kanti za smeće. Malo kada to poboljšaju biće extra.",neutralan,restoran ljubazan konobariti spoljašnost sređen vrt apartman dobro klopati dogovor menadžera hotel spremiti velik soba doplaćivati dete stvarno čovek dati sav devojka recepcija odraditi posao profesionalan đakuz spa centar imati hladan voda zid krečiti pazil okrečiti drvenarija nemati teretan kao godina izgleda mnogo snaga uložiti spoljašnjost objekt lepa malo zapustiti unutrašnjost nemati kanta smeće malo poboljšati extra
"Sobe su čiste lepe udobne, osoblje ljubazno..u restoranu vrh..hrana extra",Spa centar ...sve strpano u jednu veliku prostoriju..slana soba bi morala biti manja i posebno .kao i djakuzi za parove da imaju malo privatnosti. Teretana ne postoji a nemaju ni društvene igre kao što stoji na sajtu. Za letnji period kada rade spoljni bazeni je mnogo bolje boraviti tamo,6,"Sobe su čiste lepe udobne, osoblje ljubazno..u restoranu vrh..hrana extra Spa centar ...sve strpano u jednu veliku prostoriju..slana soba bi morala biti manja i posebno .kao i djakuzi za parove da imaju malo privatnosti. Teretana ne postoji a nemaju ni društvene igre kao što stoji na sajtu. Za letnji period kada rade spoljni bazeni je mnogo bolje boraviti tamo",neutralan,soba čist lepa udoban osoblje ljubazan restoran vrhhrana extra spati centar sav strpati velik prostorijuslan soba morati manji posebno kao djakuza par imati malo privatnost teretan postojati nemati društven igra kao stajati sajta letnji period raditi spoljni bazena mnogo dobro boraviti tamo
Hrana u restoranu,"Dodatno naplaćivanje ležaljki i pored toga što ste gost hotela, loš izbor hrane i pića na plaži bazena, visoke cene, loša organizacija osoblja",6,"Hrana u restoranu Dodatno naplaćivanje ležaljki i pored toga što ste gost hotela, loš izbor hrane i pića na plaži bazena, visoke cene, loša organizacija osoblja",neutralan,hrana restoran dodatno naplaćivanje ležaljki gost hotel loš izbor hrana piće plaža bazen visok cena loš organizacija osoblje
Dorucak je bio solidan.,"Nije mi se dopalo to sto je je svlačionica ista i za muškarce i žene, jako neprijatno iskustvo",6,"Dorucak je bio solidan. Nije mi se dopalo to sto je je svlačionica ista i za muškarce i žene, jako neprijatno iskustvo",neutralan,dorucak solidan dopasti sto svlačionica isti muškarac žena jako neprijatan iskustvo
"Sam smestaj kao kućica lep, dorucak super.","Čistoća apartmana, osoblje prosečne ljubaznosti skoro nikakve. Sami konobar zaboravili tokom rucka da nam donesu pice. Kada smo trazili čaše da nam donesu u sobu odneli u pogrešan apartman gde su boravili nasi prijatelji.",5,"Sam smestaj kao kućica lep, dorucak super. Čistoća apartmana, osoblje prosečne ljubaznosti skoro nikakve. Sami konobar zaboravili tokom rucka da nam donesu pice. Kada smo trazili čaše da nam donesu u sobu odneli u pogrešan apartman gde su boravili nasi prijatelji.",neutralan,smestaj kao kućica lep dorucak super čistoć apartman osoblje prosečan ljubaznost skoro nikakav konobar zaboraviti tokom rucka doneti pice traziti čaša doneti soba odneti pogrešan apartman boraviti prijatelj
"Osoblje je veoma ljubazno, sobe su čiste. Doručak je bio odličan.","Spa centar je mali, dosta toga nije radilo - parno kupatilo, jedan tepidarijum, vrata na slanoj sobi ne mogu da se zatvore, đakuzi nije bio u funkciji... Prvenstveno smo došli zato što ima spa i razočarali smo se. Da je barem imao bazen pa da negde provedemo vreme, ovako je stvarno promašaj",6,"Osoblje je veoma ljubazno, sobe su čiste. Doručak je bio odličan. Spa centar je mali, dosta toga nije radilo - parno kupatilo, jedan tepidarijum, vrata na slanoj sobi ne mogu da se zatvore, đakuzi nije bio u funkciji... Prvenstveno smo došli zato što ima spa i razočarali smo se. Da je barem imao bazen pa da negde provedemo vreme, ovako je stvarno promašaj",neutralan,osoblje veoma ljubazan soba čist doručak odličan spa centar mali dosta raditi parni kupatilo tepidarijum vrata slan soba moći zatvoriti đakuz funkcija prvenstveno doći zato imati spa razočarati barem imati bazen negde provesti vreme ovako stvaran promašaj
