positive,negative,rating,comments,category,comments_preprocessed
Lokacija.Cisto.Toplo. Kvalitetna klima koja brzo ugrije i podno grijanje u kupatilu. Spremili su nam sobu u 12 sati i obavijestili Zena koja cisti je jako ljubazna. Apsolutna preporuka. Sledeci put biram ovaj apartman,,10,Lokacija.Cisto.Toplo. Kvalitetna klima koja brzo ugrije i podno grijanje u kupatilu. Spremili su nam sobu u 12 sati i obavijestili Zena koja cisti je jako ljubazna. Apsolutna preporuka. Sledeci put biram ovaj apartman ,pozitivan,lokacijacistotoplo kvalitetan klima brzo ugriti podan grijanje kupatila spremiti soba sat obavijestiti zena cistiti jako ljubazan apsolutan preporuka slediti birati ovaj apart n
"Sve. Izuzetno ljubazni, spremni uvek da pomognu u bilo koje doba, lokacija odlična. Cisto, lep pogled.",,10,"Sve. Izuzetno ljubazni, spremni uvek da pomognu u bilo koje doba, lokacija odlična. Cisto, lep pogled. ",pozitivan,izuzetno ljubazan spreman uvek pomoći doba lokacija odličan cistiti lep pogled
"Osoblje hotela je bilo jako ljubazno, apartman izuzetno cist, sve pohvale doci cemo ponovo.",,10,"Osoblje hotela je bilo jako ljubazno, apartman izuzetno cist, sve pohvale doci cemo ponovo. ",pozitivan,osoblje hotel jako ljubazan apartman izuzetno cist sav pohvati dot ponovo
Odlična lokacija.Udobno i moderno opremljeno.,,10,Odlična lokacija.Udobno i moderno opremljeno. ,pozitivan,odličan lokacijaudoban moderan opremiti
"Fenomenalna lokacija, treba doći probati i uživati!",,10,"Fenomenalna lokacija, treba doći probati i uživati! ",pozitivan,fenomenalan lokacija trebati doći probati uživati
"Sjajna lokacija, moderne sobe, pogled i predivno osoblje 🥰",,10,"Sjajna lokacija, moderne sobe, pogled i predivno osoblje 🥰 ",pozitivan,sjajan lokacija moderan soba pogled predivan osoblje
"Sve je savršeno, preporučujem!",,10,"Sve je savršeno, preporučujem! ",pozitivan,sav savršeno preporučivati
"Osoblje, smestaj, lokacija, bezbednost, cistoca,sve osim grejanja je bilo izvanredno. Osoblje je izaslo u susret i zamenilo jedinicu , po istoj ceni. Sve pohvale",,8,"Osoblje, smestaj, lokacija, bezbednost, cistoca,sve osim grejanja je bilo izvanredno. Osoblje je izaslo u susret i zamenilo jedinicu , po istoj ceni. Sve pohvale ",pozitivan,osoblje smestati lokacija bezbednost cistocasva osim grejanje izvanredan osoblje izasti susret zameniti jedinica isti cena sav pohvati
"Smeštaj je u samom centru grada. Izuzetno čiste i lepe sobe. 
Za svaku preporuku. Komunikacija sa osoboljem je jako dobra.",,10,"Smeštaj je u samom centru grada. Izuzetno čiste i lepe sobe. 
Za svaku preporuku. Komunikacija sa osoboljem je jako dobra. ",pozitivan,smeštaj centar grad izuzetno čist lep soba svaki preporuka komunikacija osobolj jako dobar
"Higijena,interrijer,osoblje",,10,"Higijena,interrijer,osoblje ",pozitivan,higijenainteroerobrijo
"Soba je lepa,na slikama izgleda dosta veca,pogled jako lep,lokacija odlicna...",Nije mi se svidelo sto se u sobi oseca dim od cigareta. Mozda malo vise poraditi na tome i jos nekim detaljima oko higijene.,8,"Soba je lepa,na slikama izgleda dosta veca,pogled jako lep,lokacija odlicna... Nije mi se svidelo sto se u sobi oseca dim od cigareta. Mozda malo vise poraditi na tome i jos nekim detaljima oko higijene.",pozitivan,soba lepan slika izgleda dosta vecapogled jako leplokacija odlican svideti sto soba osecati dim cigareta mozdati malo mnogo poraditi jos detalj oko higijena
"Bilo je fantastično, uredno i mirno na fenomenalnoj lokaciji. Osoblje je jako ljubazno",,10,"Bilo je fantastično, uredno i mirno na fenomenalnoj lokaciji. Osoblje je jako ljubazno ",pozitivan,fantastičan uredan miran fenomenalan lokacija osoblje jako ljubazan
Nista specijalno,"Parking nije na istoj lokaciji kao i hotel, a ujedno je i uzasan. Preuzak parking jedva se prolazi, pritom ga naplacuju 20€ dnevno sto je preskupo. Soba mala, na recepciji nikog nema od zaposlenih. Losa usluga, ne bih preporucila nikome.",3,"Nista specijalno Parking nije na istoj lokaciji kao i hotel, a ujedno je i uzasan. Preuzak parking jedva se prolazi, pritom ga naplacuju 20€ dnevno sto je preskupo. Soba mala, na recepciji nikog nema od zaposlenih. Losa usluga, ne bih preporucila nikome.",negativan,nista specijalno parking isti lokacija kao hotel ujedno uzasan preuzak parking jedva prolaziti prita naplacovati dnevno sto preskupi soba mali recepcija nemati zaposlen losa usluga preporuciti e
"Ljubazan domaćin, čisto, odlicna lokacija.",,10,"Ljubazan domaćin, čisto, odlicna lokacija. ",pozitivan,ljubazan domaćin čisto odlican lokacija
"Apartman se nalazi na najboljoj lokaciji u gradu. Savrsen enterijer,apsolutno sve u unutar apartmana je novo i prelepo. Domacin uvek na usluzi,jako prijatan i kulturan. Sasvim sigurno apartman gde cu boraviti svakog puta kada sam u Beogradu. 10 od 10!",,10,"Apartman se nalazi na najboljoj lokaciji u gradu. Savrsen enterijer,apsolutno sve u unutar apartmana je novo i prelepo. Domacin uvek na usluzi,jako prijatan i kulturan. Sasvim sigurno apartman gde cu boraviti svakog puta kada sam u Beogradu. 10 od 10! ",pozitivan,apartman nalaziti dobar lokacija grad savrsiti enterijerapsolutno sav unutar apartman nov prelepi domacin uvek usluzijako prijatan kulturan sasvim siguran apartman boraviti svaki beograda
"Odlična lokacija, apartman sadrži sve što je potrebno.  Domaćin veoma ljubazan i susretljiv. Sve preporuke! 😊",,10,"Odlična lokacija, apartman sadrži sve što je potrebno.  Domaćin veoma ljubazan i susretljiv. Sve preporuke! 😊 ",pozitivan,odličan lokacija apartman sadržati sav potreban domaćin veoma ljubazan susretljiv sav preporuka
Smestaj je bio savrsen kao i osoblje.,,10,Smestaj je bio savrsen kao i osoblje. ,pozitivan,smestaj savrsiti kao osoblje
"Prelijep hotelčić na dobroj lokaciji (20tak minuta pješke do centra). Ljubazno i susretljivo osoblje. 
Odličan restoran Uprava 1927.
Sve preporuke za dolazak.",,10,"Prelijep hotelčić na dobroj lokaciji (20tak minuta pješke do centra). Ljubazno i susretljivo osoblje. 
Odličan restoran Uprava 1927.
Sve preporuke za dolazak. ",pozitivan,prelijep hotelčić dobar lokacija tak minuta pješka do centar ljubazan susretljiv osoblje odličan restoran uprava sav preporuka dolazak
"Sve pohvale za domaćine; izvrsna hrana, predivna priroda, čist vazduh… Mi smo uživali.",,10,"Sve pohvale za domaćine; izvrsna hrana, predivna priroda, čist vazduh… Mi smo uživali. ",pozitivan,sav pohvati domaćina izvrstan hrana predivan prirod čist vazduh uživati
Posvecenost domaćina u svakom segmentu usluge gostima. Moderan pristup ruralnom turizmu i perspektiva razvoja istog na celom području.,,10,Posvecenost domaćina u svakom segmentu usluge gostima. Moderan pristup ruralnom turizmu i perspektiva razvoja istog na celom području. ,pozitivan,posvecenost domaćina svaki segment usluga gost moderan pristup ruralan turizam perspektiva razvoj isti ceo područje
"Divna kuca sa puno cveca i organiskom bastom. Pogled na planinu, mir, tisina, cist vazduh.Sve uredjeno sa puno paznje i ljubavi i veoma cisto. 
Odlicna domaca hrana.Jako ljubazni domacini :) 
Savrseno!",,10,"Divna kuca sa puno cveca i organiskom bastom. Pogled na planinu, mir, tisina, cist vazduh.Sve uredjeno sa puno paznje i ljubavi i veoma cisto. 
Odlicna domaca hrana.Jako ljubazni domacini :) 
Savrseno! ",pozitivan,divan kuc puno cveca organiski bast pogled planina mir tisina vazduhsva urediti puno paznja čovek veoma cisto odlican domac hranajako ljubazan domacina savrsiti
Mladi i susretljivi domacini. Hrana izuzetna.,"Sam putni prilaz smjestajnoj jedinici je u losem stanju ali kad se dodje na lokaciju, pogled i udobnost sve ispravljaju.",10,"Mladi i susretljivi domacini. Hrana izuzetna. Sam putni prilaz smjestajnoj jedinici je u losem stanju ali kad se dodje na lokaciju, pogled i udobnost sve ispravljaju.",pozitivan,mlad susretljiv domacina hrana izuzetan putni prilaz smjestajan jedinik los stanje kad dodjati lokacija pogled udobnost sav ispravljati
"Udobno, čisto, veoma ljubazni domaćini, izuzetna lokacija. Najtoplije preporuke.",,10,"Udobno, čisto, veoma ljubazni domaćini, izuzetna lokacija. Najtoplije preporuke. ",pozitivan,udobno čisto veoma ljubazan domaćina izuzetan lokacija zopapalaj preporuka
"Naša jedinica je bila jako prijatna i čista, krevet baš udoban, osoblje vrlo ljubazno. Smeštaj se nalazi u mirnom kraju a opet ste nadomak svih bitnih lokacija.",,9,"Naša jedinica je bila jako prijatna i čista, krevet baš udoban, osoblje vrlo ljubazno. Smeštaj se nalazi u mirnom kraju a opet ste nadomak svih bitnih lokacija. ",pozitivan,jedinica jako prijatan čist krevet udoban osoblje ljubazan smeštaj nalaziti miran kraj opet nadomak sav bitni lokacija
"Sve je bilo u najboljem redu, apartman se nalazi u centru grada, sve vam je bukvalno tu, imala je i mogucnost parkinga na nekih 50 metara. Ivana je bila puno od koristi i izasla je u susret nasim zeljama",Nista,10,"Sve je bilo u najboljem redu, apartman se nalazi u centru grada, sve vam je bukvalno tu, imala je i mogucnost parkinga na nekih 50 metara. Ivana je bila puno od koristi i izasla je u susret nasim zeljama Nista",pozitivan,sav dobar red apartman nalaziti centar grad bukvalno imati mogucnost parking metar ivan puno korist izaći susret zelja nist
Lokacija i nivo privatnosti su nam se dopali najviše. Naša jedinica je bila jako prijatna i čista.,,9,Lokacija i nivo privatnosti su nam se dopali najviše. Naša jedinica je bila jako prijatna i čista. ,pozitivan,lokacija nivo privatnost dopasti mnogo jedinica jako prijatan čist
Sve mi se dopalo,,8,Sve mi se dopalo ,pozitivan,sav dopasti
"Ljubaznost, lokacija, udobnost - sve na svom mestu!",,10,"Ljubaznost, lokacija, udobnost - sve na svom mestu! ",pozitivan,ljubaznost lokacija udobnost mesto
"Osoblje je jako ljubazno, smeštaj je blizu centra, lep i nov.",Mekan dušek i jastuci,9,"Osoblje je jako ljubazno, smeštaj je blizu centra, lep i nov. Mekan dušek i jastuci",pozitivan,osoblje jako ljubazan smeštaj centar lep nov mekan dušek jastuka
Odlican,,10,Odlican ,pozitivan,odlicati
"Veoma prijatna gazdarica, vrlo lak dogovor
Preudoban bračni krevet, sve čisto
Jako blizu centra, autom 2-3 min, pešice maksimalno 10 min",,10,"Veoma prijatna gazdarica, vrlo lak dogovor
Preudoban bračni krevet, sve čisto
Jako blizu centra, autom 2-3 min, pešice maksimalno 10 min ",pozitivan,veoma prijatan gazdarica lak dogovor preudoban bračan krevet sav čisto jako centar aut min pešica maksimalno min
"Sve je super bilo, preporučujem svima ovaj apartman najbolji su❤️",,10,"Sve je super bilo, preporučujem svima ovaj apartman najbolji su❤️ ",pozitivan,sav super preporučivati sav ovaj apartman dobar
Nova objekat sa ukusom,U kupatilu je zavesa za tus kabinu I odvod zapusen,9,Nova objekat sa ukusom U kupatilu je zavesa za tus kabinu I odvod zapusen,pozitivan,nov objekat ukus kupatila zaves tus kabina odvod zapustiti
"Lep cist objekat, u centru, prijatna domacica........","Nema sampona, kafe.... secera...... caja......",8,"Lep cist objekat, u centru, prijatna domacica........ Nema sampona, kafe.... secera...... caja......",pozitivan,lep cist objekat centar prijatan domacica nemati sampon kaf secer caja
,"Strmo stepenište, prozor bez roletne i zastora",9," Strmo stepenište, prozor bez roletne i zastora",pozitivan,strm stepenište prozor roletan zastor
Sve je bilo ekstra,,9,Sve je bilo ekstra ,pozitivan,sav ekstra
"Ugodan smestaj na finoj lokaciji. Mirna ulica, blizina centra. Besplatan javni praking ispred smestaja.
Vlasnica izuzetna.
Higijena na zavidnom nivou.
Kreveti prostrani i udobni.","Gornje sobe su malo nepristupacne zbog strmih stepenica, ne preporucujem za malu decu.
Toaleti bez prozora.
Prozor bez venicijanera ili roletne.",9,"Ugodan smestaj na finoj lokaciji. Mirna ulica, blizina centra. Besplatan javni praking ispred smestaja.
Vlasnica izuzetna.
Higijena na zavidnom nivou.
Kreveti prostrani i udobni. Gornje sobe su malo nepristupacne zbog strmih stepenica, ne preporucujem za malu decu.
Toaleti bez prozora.
Prozor bez venicijanera ili roletne.",pozitivan,ugodati smestati fin lokacija miran ulica blizina centar besplatan javan praking ispred smestja vlasnica izuzetan higilen zavidan nivo kreveti prostrana udoban gornji soba malo nepristupac zbog strm stepenica preporucuvati mali deca toaleta prozor prozor venicijaner roletan
Lokacija,Nema zamerki,9,Lokacija Nema zamerki,pozitivan,lokacija nemati zamerka
"Lokacija je dobra, blizu centra, a opet u mirnoj ulici. Apartman je bio čist, ok komunikacija za preuzimanje ključeva prilikom dolaska.","Tuš kabina u kupatilu ne samo da propušta vodu, već pravi poplavu u celom kupatilu prilikom svakog tuširanja. Apartman je bio ledeno hladan pri ulasku iako smo najavili okvirno vreme dolaska. Voda u kuvalu je stajala ko zna od kad. Dalje, zvučna izolacija ne postoji! Ukoliko nemate sreće da apartman iznad vas bude popunjen, nećete moći da normalno funkcionišete jer čujete i osetite vibraciju svakog koraka, čujete razgovore, vodu u kupatilu, gotovo kao da delite apartman sa nepoznatim ljudima. Objekat je samo fino našminkan i ništa više od toga, pa me čude ovako dobre recenzije. Možda u ostalim sobama, u sobi 5 u kojoj smo mi bili je baš loše.",4,"Lokacija je dobra, blizu centra, a opet u mirnoj ulici. Apartman je bio čist, ok komunikacija za preuzimanje ključeva prilikom dolaska. Tuš kabina u kupatilu ne samo da propušta vodu, već pravi poplavu u celom kupatilu prilikom svakog tuširanja. Apartman je bio ledeno hladan pri ulasku iako smo najavili okvirno vreme dolaska. Voda u kuvalu je stajala ko zna od kad. Dalje, zvučna izolacija ne postoji! Ukoliko nemate sreće da apartman iznad vas bude popunjen, nećete moći da normalno funkcionišete jer čujete i osetite vibraciju svakog koraka, čujete razgovore, vodu u kupatilu, gotovo kao da delite apartman sa nepoznatim ljudima. Objekat je samo fino našminkan i ništa više od toga, pa me čude ovako dobre recenzije. Možda u ostalim sobama, u sobi 5 u kojoj smo mi bili je baš loše.",neutralan,lokacija dobar centar opet miran ulica apartman čist ok komunikacija preuzimanje ključevo prilikom dolazak tuš kabina kupatila propuštati voda pravi poplava ceo kupatila prilikom svaki tuširanje apartman ledeno hladan pri ulazak najaviti okviran vreme dolazak voda kuval stajati kad daleko zvučan izolacija postojati ukoliko nemati sretati apartman iznad popuniti moći normalno funkcionisati čuti osetiti vibracija svaki korak čuti razgovor voda kupatila gotovo kao deliti apartman nepoznat čovek objekat fino našminkan ništa mnogo čuditi ovako dobar recenzija možda ostali soba soba loš e
Novi i drugačiji pogled na moderni Beograd čije vrijeme tek dolazi :),,10,Novi i drugačiji pogled na moderni Beograd čije vrijeme tek dolazi :) ,pozitivan,nov drugačiji pogled moderan beograd vrijeme tek dolaziti
"Izuzetno profesionalni i predusretljivi domacini, odgovori na par nasih pitanja koje smo imali u vezi smestaja su nam stizali u roku od nekoliko minuta, izmedju ostalog su nam omogucili da ostavimo nas automobil u garazi i posle check-outa (objekat smo napustili oko 11:00, ali smo i taj dan proveli u Beogradu, a auto nam je ostao parkiran u garazi objekta do naseg polaska iz Beograda oko 17:00, i za tu dodatnu uslugu nam nisu trazili nikakvu doplatu). Jedina mala zamerka je nedovoljno detaljna plan ulica i polozaja ulaza u zgradu i garazu - taj deo Beograda se gradi veoma brzo tako da update  karte na Google Mapsu mozda nije bio najaktuelniji pa nam  nije bas bilo jednostavno na pocetku da pronadjemo objekat, ali mozda je to delimicno i zbog Google mapsa. Sve preporuke
Äußerst professionelle und zuvorkommende Gastgeber. Die Antworten auf unsere Anfragen bezüglich der Unterkunft kamen innerhalb von Minuten. Sie haben uns auch erlaubt, unser Auto sogar nach dem Auschecken in der Garage zu lassen. Die einzige kleine Beschwerde betrifft den unzureichend detaillierten Straßenplan und die Lage des Eingangs zum Gebäude und zur Garage - dieser Teil von Belgrad entwickelt sich sehr schnell, sodass das Update der Karte auf Google Maps möglicherweise nicht das aktuellste war. Alle Empfehlungen.
Extremely professional and accommodating hosts. Responses to our inquiries regarding the accommodation came within minutes. They also allowed us to leave our car in the garage even after check-out. The only minor complaint is the insufficiently detailed street plan and location of the building entrance and garage - this part of Belgrade is developing very rapidly, so the update of the map on Google Maps may not have been the most current. All recommendations.",,10,"Izuzetno profesionalni i predusretljivi domacini, odgovori na par nasih pitanja koje smo imali u vezi smestaja su nam stizali u roku od nekoliko minuta, izmedju ostalog su nam omogucili da ostavimo nas automobil u garazi i posle check-outa (objekat smo napustili oko 11:00, ali smo i taj dan proveli u Beogradu, a auto nam je ostao parkiran u garazi objekta do naseg polaska iz Beograda oko 17:00, i za tu dodatnu uslugu nam nisu trazili nikakvu doplatu). Jedina mala zamerka je nedovoljno detaljna plan ulica i polozaja ulaza u zgradu i garazu - taj deo Beograda se gradi veoma brzo tako da update  karte na Google Mapsu mozda nije bio najaktuelniji pa nam  nije bas bilo jednostavno na pocetku da pronadjemo objekat, ali mozda je to delimicno i zbog Google mapsa. Sve preporuke
Äußerst professionelle und zuvorkommende Gastgeber. Die Antworten auf unsere Anfragen bezüglich der Unterkunft kamen innerhalb von Minuten. Sie haben uns auch erlaubt, unser Auto sogar nach dem Auschecken in der Garage zu lassen. Die einzige kleine Beschwerde betrifft den unzureichend detaillierten Straßenplan und die Lage des Eingangs zum Gebäude und zur Garage - dieser Teil von Belgrad entwickelt sich sehr schnell, sodass das Update der Karte auf Google Maps möglicherweise nicht das aktuellste war. Alle Empfehlungen.
Extremely professional and accommodating hosts. Responses to our inquiries regarding the accommodation came within minutes. They also allowed us to leave our car in the garage even after check-out. The only minor complaint is the insufficiently detailed street plan and location of the building entrance and garage - this part of Belgrade is developing very rapidly, so the update of the map on Google Maps may not have been the most current. All recommendations. ",pozitivan,izuzetno profesionalan predusretijiv domacina odgovor par pitanje imati veza smestja stizati rok nekoliko minuta izmedju ostali omoguciti ostaviti automobil garaz posle checkout objekat napustiti oko dan provesti beograda auto ostati parkiran garaz objekt do polazak beograda oko dodatan usluga traziti nikakav doplata mali zamerak nedovoljno detaljan plan ulica polozaj ulaz zgrada garaz deo beograda graditi veoma brzo updatiti karta googla mapsa mozda znatan bas jednostavno pocetak pronadjati objekat mozda delimican zbog googla mapsa sav preporuka uerst professionelati und zuvorkommenda gastgeber die antworten auf unsere anfrati bezglich der unterkunft kamen innerhalb von minuten sie haben uns auch erlaubt unser auto sogar nach dem auschecken in der garage zu lassen die einziga kleina beschwrda betrifft den unzureichend detaillierten straenplan und die lage des eingangs zum gebude und zur garage dieser teil von belgrad entwickelt sich sehr schnell sodass das update der karta auf google maps mglicherweise nicht das aktuellste war alle empfehlungen extremely professional and accommodating hosts responses our inquiries regarding the accommodation came within minutes they also allowed us leave our car in the garage even after checkout the only minor complaint is the insufficiently detailed street plan and location of the building entrance and garage this part of belgrade is developing very rapidly so the update of the map google maps may not have been the most current all recommendations
