positive,negative,rating,comments
"Drugi put smo u ovom objektu i izuzetno smo zadovoljni boravkom. Hotel se nalazi na mirnoj lokaciji koja je istovremeno blizu centra grada. Javna garaža je udaljena svega nekoliko minuta hoda od hotela . Osoblje je izuzetno gostoljubivo i ljubazno, što dodatno doprinosi ugođaju. Krevet u sobi je prostran i izuzetno udoban, a soba i kupatilo su besprekorno čisti, što nam je posebno važno.

Doručak uz kafu je bio izvanredan, raznolik i obilan, pružajući nam savršen početak dana. S obzirom na iskustvo koje smo imali, definitivno planiramo ponovno posetiti ovaj objekat u budućnosti! Sve pohvale!",,10,"Drugi put smo u ovom objektu i izuzetno smo zadovoljni boravkom. Hotel se nalazi na mirnoj lokaciji koja je istovremeno blizu centra grada. Javna garaža je udaljena svega nekoliko minuta hoda od hotela . Osoblje je izuzetno gostoljubivo i ljubazno, što dodatno doprinosi ugođaju. Krevet u sobi je prostran i izuzetno udoban, a soba i kupatilo su besprekorno čisti, što nam je posebno važno.

Doručak uz kafu je bio izvanredan, raznolik i obilan, pružajući nam savršen početak dana. S obzirom na iskustvo koje smo imali, definitivno planiramo ponovno posetiti ovaj objekat u budućnosti! Sve pohvale! "
Posebno želim da pohvalim izuzetno ljubazno osoblje i čistoću u hotelu.,,10,Posebno želim da pohvalim izuzetno ljubazno osoblje i čistoću u hotelu. 
"Najjači utisak ostavila je čistoća, posteljina prelepo miriše a jastuci su preudobni, što je retkost",Jedino što mi se nije dopalo su papuče koje nisu za jednokratnu upotrebu,10,"Najjači utisak ostavila je čistoća, posteljina prelepo miriše a jastuci su preudobni, što je retkost Jedino što mi se nije dopalo su papuče koje nisu za jednokratnu upotrebu"
"Sve ja jako dobro, osoblje vrlo prijatno.",,10,"Sve ja jako dobro, osoblje vrlo prijatno. "
"Lepo organizovan hotel, domaćin se zaista potrudio da mi bude ugodno i udobno do najsitnijih detalja. Velika preporuka!",Sve je bilo u najboljem redu!,10,"Lepo organizovan hotel, domaćin se zaista potrudio da mi bude ugodno i udobno do najsitnijih detalja. Velika preporuka! Sve je bilo u najboljem redu!"
Svi su fini,0,10,Svi su fini 0
"Veoma sam zadovoljan hotelom.Na tihoj lokaciji u blizini centra.Krevet je bio bas udoban.Najveći utisak je ostavila osoba sa recepcije,izuzetno gostoljubiva.",Koristio sam jednokrevetnu sobu i kupatilo je baš malo.,10,"Veoma sam zadovoljan hotelom.Na tihoj lokaciji u blizini centra.Krevet je bio bas udoban.Najveći utisak je ostavila osoba sa recepcije,izuzetno gostoljubiva. Koristio sam jednokrevetnu sobu i kupatilo je baš malo."
"Uredno i čisto, osoblje izuzetno ljubazno, sjajna lokacija :) za preporuku.",,10,"Uredno i čisto, osoblje izuzetno ljubazno, sjajna lokacija :) za preporuku. "
"Ljubazno osoblje, čist hotel sa odličnim doručkom.",,9,"Ljubazno osoblje, čist hotel sa odličnim doručkom. "
"Osoblje, ambijent, lokacija, dorucak, higijena.. SVE",,10,"Osoblje, ambijent, lokacija, dorucak, higijena.. SVE "
"Sve je bilo savršeno: ljubazno osoblje da se osećate kao da niste u gostima 🙂, čistoća na zavidnom nivou, doručak odličan. Definitivno ćemo se vratiti ❤",,10,"Sve je bilo savršeno: ljubazno osoblje da se osećate kao da niste u gostima 🙂, čistoća na zavidnom nivou, doručak odličan. Definitivno ćemo se vratiti ❤ "
"Hotel se nalazi na mirnom mjestu par minuta  od Skandalija  sa veoma  ljubaznom uslugom koja je veoma agazovana za  bilo koje situacije .Odsevljena sam njihovom ukusnom kafom i raznim specijalitetima. 
Za  veliku preporuku je i necete pogrijesit  .",,10,"Hotel se nalazi na mirnom mjestu par minuta  od Skandalija  sa veoma  ljubaznom uslugom koja je veoma agazovana za  bilo koje situacije .Odsevljena sam njihovom ukusnom kafom i raznim specijalitetima. 
Za  veliku preporuku je i necete pogrijesit  . "
"Hotel je pre svega na odlcnoj lokaciji, u blizini ima frizerski salon, apoteka jednostavno vam je sve u blizini.
Osoblje je predivno, veoma  ljubazno i od velike pomoci sto se svega tice.
Soba je prostrana i sve je cisto sto je najbitnije.
Dorucak je preukusan i raznovrsan, ima bastca ispred u kojoj smo uzivali u jutarnjoj kafici. :)
Sve pohvale, vidimo se opet!",Sve mi se dopalo!,10,"Hotel je pre svega na odlcnoj lokaciji, u blizini ima frizerski salon, apoteka jednostavno vam je sve u blizini.
Osoblje je predivno, veoma  ljubazno i od velike pomoci sto se svega tice.
Soba je prostrana i sve je cisto sto je najbitnije.
Dorucak je preukusan i raznovrsan, ima bastca ispred u kojoj smo uzivali u jutarnjoj kafici. :)
Sve pohvale, vidimo se opet! Sve mi se dopalo!"
"Me gustó la ubicación céntrica del hotel y el desayuno adecuado que ofrecían. Las habitaciones y el baño estaban también en línea con lo que esperaba para su categoría.

I liked the hotel’s central location and the decent breakfast they provided. The rooms and bathroom were also in line with what I expected for their category.

Допадла ми се централна локација хотела и прихватљив доручак који су нудили. Собе и купатило такође одговарају категорији.","Sin embargo, tuvimos un problema significativo en el segundo día de nuestra estancia. La temperatura de la habitación era incómoda, llegando a los 27 grados Celsius. La calefacción del hotel es central y cuando la encendieron, nuestro aparato de aire acondicionado producía un ruido fuerte y molesto que nos impidió dormir durante toda la noche. Dado que este problema no fue solucionado, nuestra evaluación general de la estancia es negativa.

However, we encountered a significant issue on the second day of our stay. The room temperature was uncomfortable, reaching 27 degrees Celsius. The hotel’s heating is centrally controlled, and when they activated it, our air conditioning unit produced a loud, disruptive noise that prevented us from sleeping throughout the night. Since this problem was not resolved, our overall assessment of the stay is negative.

Међутим, сусрели смо се са значајним проблемом другог дана нашег боравка. Температура у соби била је непријатних 27 степени Целзијуса. Грејање у хотелу је централно и када су га активирали, наш уређај за климатизацију је производио гласну и сметајућу буку која нас је спречила да спавамо целе ноћи. Пошто овај проблем није био решен, наше укупно оцењивање боравка је негативно.",3,"Me gustó la ubicación céntrica del hotel y el desayuno adecuado que ofrecían. Las habitaciones y el baño estaban también en línea con lo que esperaba para su categoría.

I liked the hotel’s central location and the decent breakfast they provided. The rooms and bathroom were also in line with what I expected for their category.

Допадла ми се централна локација хотела и прихватљив доручак који су нудили. Собе и купатило такође одговарају категорији. Sin embargo, tuvimos un problema significativo en el segundo día de nuestra estancia. La temperatura de la habitación era incómoda, llegando a los 27 grados Celsius. La calefacción del hotel es central y cuando la encendieron, nuestro aparato de aire acondicionado producía un ruido fuerte y molesto que nos impidió dormir durante toda la noche. Dado que este problema no fue solucionado, nuestra evaluación general de la estancia es negativa.

However, we encountered a significant issue on the second day of our stay. The room temperature was uncomfortable, reaching 27 degrees Celsius. The hotel’s heating is centrally controlled, and when they activated it, our air conditioning unit produced a loud, disruptive noise that prevented us from sleeping throughout the night. Since this problem was not resolved, our overall assessment of the stay is negative.

Међутим, сусрели смо се са значајним проблемом другог дана нашег боравка. Температура у соби била је непријатних 27 степени Целзијуса. Грејање у хотелу је централно и када су га активирали, наш уређај за климатизацију је производио гласну и сметајућу буку која нас је спречила да спавамо целе ноћи. Пошто овај проблем није био решен, наше укупно оцењивање боравка је негативно."
Udoban ležaj. Ukusan doručak,"Ušla sam u hladnu sobu, a devojka koja mi je dala ključ nije me uputila da se grejanje podešava rucno , jer bi videla da je je grejanje bilo podeseno na ""general"" i da nije postojala mogucnost da isto sama podesim. Posle sat vremena kada sam primetila da je soba i dalje hladna , morala sam da odem do kafica posto se niko nije javljao na recepciji. Naknadnim podesavanjem grejanja soba je konačno postala prijatna za boravak. WC šolja je bila prljava iako je imala traku da je čista.
Doručak sam čekala preko 15 minuta iako sam bila sama i kaficu. Nemate jednokratne papuce za sobu.",5,"Udoban ležaj. Ukusan doručak Ušla sam u hladnu sobu, a devojka koja mi je dala ključ nije me uputila da se grejanje podešava rucno , jer bi videla da je je grejanje bilo podeseno na ""general"" i da nije postojala mogucnost da isto sama podesim. Posle sat vremena kada sam primetila da je soba i dalje hladna , morala sam da odem do kafica posto se niko nije javljao na recepciji. Naknadnim podesavanjem grejanja soba je konačno postala prijatna za boravak. WC šolja je bila prljava iako je imala traku da je čista.
Doručak sam čekala preko 15 minuta iako sam bila sama i kaficu. Nemate jednokratne papuce za sobu."
"Soba iako gleda ka prometnoj ulici, veoma tiha. Čisto. Veoma ljubazno osoblje na recepciji i u restoranu. Doručak jednostavan ali odlican.",Nedostatak lifta,10,"Soba iako gleda ka prometnoj ulici, veoma tiha. Čisto. Veoma ljubazno osoblje na recepciji i u restoranu. Doručak jednostavan ali odlican. Nedostatak lifta"
"Prostran apartman za 4 osobe na odlicnoj lokaciji- blizina reke, centra grada, TC Galerija. Cisto, uredno, prijatno, vracamo se ovde sigurno. Domacica divna, prijatna, pruzala nam je sve potrebne informacije. Jednom recju- divno iskustvo",,10,"Prostran apartman za 4 osobe na odlicnoj lokaciji- blizina reke, centra grada, TC Galerija. Cisto, uredno, prijatno, vracamo se ovde sigurno. Domacica divna, prijatna, pruzala nam je sve potrebne informacije. Jednom recju- divno iskustvo "
"Stan svetao, prostran, cist. Lokacija odlicna za razgledanje grada.",/,10,"Stan svetao, prostran, cist. Lokacija odlicna za razgledanje grada. /"
"Top apartman, odlicna lokacija kao i komunikacija... 
Sve top...",,10,"Top apartman, odlicna lokacija kao i komunikacija... 
Sve top... "
"Lokacija,brz dogovor, apartman perfektan
Sve poseduje za jedan prijatan odmor",,10,"Lokacija,brz dogovor, apartman perfektan
Sve poseduje za jedan prijatan odmor "
Sve  preporuke za Vilu i za gazdaricu Fahiru veoma ljubazna i korektna osoba,Vrh sve❤️,10,Sve  preporuke za Vilu i za gazdaricu Fahiru veoma ljubazna i korektna osoba Vrh sve❤️
"Ljubaznost i predusretljivost gazdarice me odusevila.
Toliko se posvetila i izasla u susret za sve i toliko smo joj zahvalni da nemam reci kojima bih to opisala. U objektu je sve cisto i uredno, sobe veoma udobne. Sve je blizu centra, tako da smo uzivali...
Sve prepiruke za ovaj objekat....ako birate za vas novac birajte najbolje....sve preporuke...",Nije mi se dopalo samo sto nismo mogli duze ostati...😊😊😊❤️❤️❤️,10,"Ljubaznost i predusretljivost gazdarice me odusevila.
Toliko se posvetila i izasla u susret za sve i toliko smo joj zahvalni da nemam reci kojima bih to opisala. U objektu je sve cisto i uredno, sobe veoma udobne. Sve je blizu centra, tako da smo uzivali...
Sve prepiruke za ovaj objekat....ako birate za vas novac birajte najbolje....sve preporuke... Nije mi se dopalo samo sto nismo mogli duze ostati...😊😊😊❤️❤️❤️"
"Gazdarica jako ljubazna, odlican smestaj, preporuka!",,10,"Gazdarica jako ljubazna, odlican smestaj, preporuka! "
#NAME?,#NAME?,9,#NAME? #NAME?
"Sve preporuke, sam objekat, osoblje, lokacija, besprekorna cistoca.
👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌",,10,"Sve preporuke, sam objekat, osoblje, lokacija, besprekorna cistoca.
👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌 "
"Odličan odnos cene i kvaliteta!! Čisto, udobno, blizu...",,10,"Odličan odnos cene i kvaliteta!! Čisto, udobno, blizu... "
"Gostoprimstvo, pravi domacini,udobnost, cistoca,lokacija...",,10,"Gostoprimstvo, pravi domacini,udobnost, cistoca,lokacija... "
Jedino što je čisto,"Radi se o kući, izuvanje na samom ulazu, šetanje po kući bez papuča koje bi trebali da imaju ako je već obaveza izuvanja. Onda, zajedničko kupatilo za sve goste što mi se ne sviđa kao i zajednički dnevni boravak.",3,"Jedino što je čisto Radi se o kući, izuvanje na samom ulazu, šetanje po kući bez papuča koje bi trebali da imaju ako je već obaveza izuvanja. Onda, zajedničko kupatilo za sve goste što mi se ne sviđa kao i zajednički dnevni boravak."
"Smeštaj za svaku preporuku!!!Ljubazni i predusretljivi domaćini, smeštaj komforan i uredan, dobra lokacija! Cena kvalitet čista 10-ka!!!🙂👍 Hvala na divnom gostoprimstvu!",,10,"Smeštaj za svaku preporuku!!!Ljubazni i predusretljivi domaćini, smeštaj komforan i uredan, dobra lokacija! Cena kvalitet čista 10-ka!!!🙂👍 Hvala na divnom gostoprimstvu! "
"Lak dogovor, osoblje veoma ljubazno. Sve je novo uredno i na veoma visokom nivou poslovanje. Parking jako bitna stavka i lokacija odlicna u blizini autoputa. 
Sigurno bih se vratio ponovo i preporucio.",,10,"Lak dogovor, osoblje veoma ljubazno. Sve je novo uredno i na veoma visokom nivou poslovanje. Parking jako bitna stavka i lokacija odlicna u blizini autoputa. 
Sigurno bih se vratio ponovo i preporucio. "
"Sve je bilo sjajno. U blizini auto puta, lako za nalazenje. Sve uredno i cisto, lak dogovor i jednostavna organizacija.",,10,"Sve je bilo sjajno. U blizini auto puta, lako za nalazenje. Sve uredno i cisto, lak dogovor i jednostavna organizacija. "
Sve,,9,Sve 
"Lokacija odlična,apartman odličan,domaćin odličan.Doci ćemo ponovo.",/,10,"Lokacija odlična,apartman odličan,domaćin odličan.Doci ćemo ponovo. /"
"Smeštaj je za svaku pohvalu, sve je novo i čisto. Lokacija je odlična. Domaćin je jako fin.",,10,"Smeštaj je za svaku pohvalu, sve je novo i čisto. Lokacija je odlična. Domaćin je jako fin. "
"Sve je bilo super. Veoma čisto. Filip je ljubazan i veliki profesionalac. Besplatan parking ispred, sto je za Beograd veliki plus. Sve preporuke.",,10,"Sve je bilo super. Veoma čisto. Filip je ljubazan i veliki profesionalac. Besplatan parking ispred, sto je za Beograd veliki plus. Sve preporuke. "
"Dobra komunikacija sa vlasnikom.
Obezbedjen parking, sto je jako vazno!
Vrlo cisto i udobno!  Miran kraj!",,10,"Dobra komunikacija sa vlasnikom.
Obezbedjen parking, sto je jako vazno!
Vrlo cisto i udobno!  Miran kraj! "
"Lokacija odlicna, miran deo grada!
Gazda je za svaku pohvali i saradnju! Sve preporuke! Stan je tip-top, krevet preudoban!
Parking mesto obezbedjeno, sto je nama bilo jako bitno! Docekala nas je topla voda i ukljucen bojler i za to veliki +!!! Cista 10.",,10,"Lokacija odlicna, miran deo grada!
Gazda je za svaku pohvali i saradnju! Sve preporuke! Stan je tip-top, krevet preudoban!
Parking mesto obezbedjeno, sto je nama bilo jako bitno! Docekala nas je topla voda i ukljucen bojler i za to veliki +!!! Cista 10. "
"Apartman je uredan.Vlasnik veoma ljubazan.U apartmanu ima sve, što treba da ima jedan apartman.",Apartman nije za 4 osobe ( tri odrasle osobe i dijete).U spavaćoj sobi je mali bračni krevet.Nije mi se dopalo šte se mora iz sobe izaći striktno do 10 sati ujutro.,9,"Apartman je uredan.Vlasnik veoma ljubazan.U apartmanu ima sve, što treba da ima jedan apartman. Apartman nije za 4 osobe ( tri odrasle osobe i dijete).U spavaćoj sobi je mali bračni krevet.Nije mi se dopalo šte se mora iz sobe izaći striktno do 10 sati ujutro."
"Lokacija je izuzetna, naselje,mirno,tiho.
Pravi pogodak sa apartmanom,posjeduje sve sto je potrebno za porodicu,ujedo je cisto i profesionalno.",Nije mi se dopalo sto nisam jos neko vece ostao. 🤣,10,"Lokacija je izuzetna, naselje,mirno,tiho.
Pravi pogodak sa apartmanom,posjeduje sve sto je potrebno za porodicu,ujedo je cisto i profesionalno. Nije mi se dopalo sto nisam jos neko vece ostao. 🤣"
"Sve je bilo profesionalno i po dogovoru. Filip, koji nas je sačekao, je napravio i ustupak obezbedivši peglu za kojom smo imali potrebu. Pozicija idealna, izuzetno čisto, parking.... Sve naj naj",,10,"Sve je bilo profesionalno i po dogovoru. Filip, koji nas je sačekao, je napravio i ustupak obezbedivši peglu za kojom smo imali potrebu. Pozicija idealna, izuzetno čisto, parking.... Sve naj naj "
"Uredan, cist, ulaz zgrade uredan",Za cetri dana boravka dobili smo tri peskira i niko ih nije mijenjao,9,"Uredan, cist, ulaz zgrade uredan Za cetri dana boravka dobili smo tri peskira i niko ih nije mijenjao"
"Vrlo čisto i uredno. Obezbijeđeno parking mjesto u privatnoj garaži. Domaćin vrlo susretljiv.
4-5km od centra.",,10,"Vrlo čisto i uredno. Obezbijeđeno parking mjesto u privatnoj garaži. Domaćin vrlo susretljiv.
4-5km od centra. "
Odlično za svaku pohvalu,,10,Odlično za svaku pohvalu 
"Ljubazna i susretljiva ekipa. Sve uredno i cisto. Sledeci put necu traziti drugi smjestaj, sve pohvale.",,10,"Ljubazna i susretljiva ekipa. Sve uredno i cisto. Sledeci put necu traziti drugi smjestaj, sve pohvale. "
